Mortdale Public School,2181.8
Moss Vale Public School,9442.6
Mount Pritchard Public School,14000
Murwillumbah Public School,2272.71
Narooma Public School,1432.38
North Rocks Public School,28145.42
Nowra Public School,1248
Oakville Public School,16000
Old Bar Public School,7515.26
Padstow Park Public School,11482.43
Parklea Public School,-571.96
Peakhurst Public School,26952.77
Penshurst Public School,20480
Picton Public School,5727.26
Plumpton Public School,17007.93
Prestons Public School,25348.38
Punchbowl Public School,20000
Quakers Hill Public School,27688.96
Leppington Public School,4378.08
Rainbow Street Public School,6801.83
Regentville Public School,6323.2
Revesby Public School,4368
Riverstone Public School,2750
Rockdale Public School,10635.12
Rossmore Public School,2600.29
West Ryde Public School,7192.44
St Johns Park Public School,38000
St Marys Public School,5615.32
Schofields Public School,18727.3
Smithfield Public School,23397.12
South West Rocks Public School,909.08
Warrawong Public School,2573.68
Summer Hill Public School,19287.3
Thornton Public School,1818.2
Unanderra Public School,1852.36
Vaucluse Public School,5677.64
Carramar Public School,59
Waitara Public School,25958.4
Warners Bay Public School,4679.4
Willoughby Public School,13772.72
Athelstane Public School,4391.97
Wollongong West Public School,90.92
Woonona Public School,13693.96
Wyee Public School,3150
Young Public School,1685.44
Kemps Creek Public School,4318.2
Fairfield Heights Public School,49084.96
Warwick Farm Public School,363.64
Oxley Vale Public School,818.19
South Coogee Public School,6662.66
Warragamba Public School,5454.56
Wiripaang Public School,1092
Pymble Public School,11698.61
Condell Park Public School,37365.95
Bald Face Public School,7178.5
Chullora Public School,3245.48
Wahroonga Public School,16000
Parramatta East Public School,17430.62
Uralla Central School,1866.08
Wattle Grove Public School,11818.2
Narwee Public School,7551.55
Mount St Thomas Public School,4
Westmead Public School,8727.28
McCallums Hill Public School,13300
Pagewood Public School,3184.6
Crown Street Public School,4915.35
Beverly Hills North Public School,25159.68
Maitland Public School,2272.75
Marrickville Public School,2740.9
Wollongong Public School,5636.36
Padstow Heights Public School,7488
Cabramatta West Public School,21161.26
Chester Hill North Public School,5454.55
Canley Heights Public School,26181.87
Balgowlah North Public School,10816
Hilltop Road Public School,33222.59
Guildford West Public School,1818.18
Warilla Public School,727.28
Fairvale Public School,11345.46
Panania North Public School,11853.13
Peakhurst West Public School,8304.72
Birrong Public School,7272.7
Leumeah Public School,18545.44
Wattawa Heights Public School,3636.4
Cambridge Park Public School,20652.5
Macquarie Fields Public School,25278.77
Villawood North Public School,6971.59
Hannans Road Public School,1363.65
Blacktown West Public School,8508.05
Campbelltown North Public School,14545.44
Penrith South Public School,13498.36
Bankstown West Public School,3055.7
Edgeworth Heights Public School,1854.58
Kent Road Public School,16852.5
Liverpool West Public School,23250
Marayong Public School,1144
Berkeley West Public School,227.27
Blacktown South Public School,10909.08
Casula Public School,29090.92
St Marys North Public School,8181.8
Biddabah Public School,3374.58
Quakers Hill East Public School,18345.6
Banksia Road Public School,8666.7
Loftus Public School,945.46
Vardys Road Public School,7560
Randwick Public School,26625.62
Lynwood Park Public School,400
Lakelands Public School,850.95
Campbelltown East Public School,11745.39
Marsden Road Public School,24909.1
Bennett Road Public School,14749.28
Camden South Public School,33086.37
Holsworthy Public School,16436.36
Lurnea Public School,15516.94
Mount Druitt Public School,10582.82
Walters Road Public School,3258.9
Bardia Public School,15116.42
Harrington Street Public School,42500
Heckenberg Public School,909.1
Kingswood South Public School,2496
Ashcroft Public School,4324.94
Baulkham Hills North Public School,19665.44
Whalan Public School,3272.3
Jasper Road Public School,20966.4
Carlingford West Public School,9836.36
Busby West Public School,17683.64
Tregear Public School,14120
Bradbury Public School,21057.13
Beresford Road Public School,21672
Lethbridge Park Public School,12272.96
Winston Hills Public School,13498.36
Emerton Public School,7500
Mount Brown Public School,867.78
Metella Road Public School,10909.08
Dawson Public School,11473.6
Hebersham Public School,14295.26
Blackett Public School,7086.64
Briar Road Public School,12979.2
Woodberry Public School,936.35
Mawarra Public School,9167.13
Werrington Public School,4386.68
John Warby Public School,5742.9
Bidwill Public School,16441.76
York Public School,11454.56
Cambridge Gardens Public School,8078.6
Ruse Public School,18909.12
Sackville Street Public School,15995.02
Woodland Road Public School,4782.68
Noumea Public School,8320
Hampden Park Public School,11818.2
Minnamurra Public School,3636.38
Newbridge Heights Public School,20000
Crawford Public School,13485.06
Ambarvale Public School,12868.46
Sarah Redfern Public School,866.15
Claymore Public School,4916.36
Metford Public School,1134.56
Braddock Public School,3376.55
St Clair Public School,4576
Blairmount Public School,12598.16
Rosemeadow Public School,27272.72
Thomas Acres Public School,18363.62
Werrington County Public School,4583.35
Wilkins Public School,11458.9
Jamisontown Public School,3120
Bonnyrigg Public School,2836.36
Wiley Park Public School,15063.07
Prairievale Public School,25314.56
Eschol Park Public School,8958.4
Blackwell Public School,6557.66
Rutherford Public School,4545.46
William Stimson Public School,22615.3
Brooke Avenue Public School,2500
Governor Philip King Public School,13025.44
Robert Townson Public School,11240.74
Minchinbury Public School,11818.2
James Erskine Public School,12650
Kariong Public School,6552
Edensor Park Public School,10029.38
Northlakes Public School,3738.18
Hambledon Public School,18183.82
Glenmore Park Public School,6289.92
Bonnyrigg Heights Public School,55636.36
Mount Annan Public School,20058.76
Hassall Grove Public School,18181.8
Barnier Public School,21585.4
St Helens Park Public School,18429.81
Centaur Public School,4000
Hinchinbrook Public School,12048.85
Caddies Creek Public School,20000.02
Buninyong Public School,2018.88
Henry Fulton Public School,12576.95
Narellan Vale Public School,15469.52
Claremont Meadows Public School,12727.28
Greenway Park Public School,22841.94
Currans Hill Public School,17989.08
Newington Public School,24282.92
Harrington Park Public School,29781.81
Dalmeny Public School,40510.85
Cecil Hills Public School,23045.44
Woongarrah Public School,4326.39
Kellyville Ridge Public School,19555.06
Sherwood Ridge Public School,7631.15
Ropes Crossing Public School,3509.58
Elderslie Public School,15316.36
Middleton Grange Public School,13471.18
John Palmer Public School,30049.22
Oran Park Public School,40741.53
Marie Bashir Public School,3307.5
Riverbank Public School,53607.35
Anzac Park Public School,14748.54
Spring Farm Public School,1063.56
Bella Vista Public School,14740.23
North Kellyville Public School,27720
Gledswood Hills Public School,5454.52
Jordan Springs Public School,28865.44
Galungara Public School,8080
Barramurra Public School,10000
Denham Court Public School,11049.09
Canterbury South Public School,3773.8
Ferncourt Public School,5545.44
Harcourt Public School,28990.83
Lansvale Public School,36850.54
Bankstown South Infants School,141.82
Bletchington Public School,7090.06
Arncliffe Public School,12000
Bankstown Public School,18523.58
Bexley Public School,5909.15
Croydon Park Public School,8934.5
Maroubra Junction Public School,15032.84
Rozelle Public School,3639
Woollahra Public School,16035.75
"Denison College of Secondary Education, Bathurst High Campus",13600
Canterbury Boys High School,13636.35
Hornsby Girls High School,-3688.2
North Sydney Boys High School,54080
Parramatta High School,27272.72
St George Girls High School,19345.46
Wollongong High School of the Performing Arts,36363.64
Homebush Boys High School,79545.45
Burwood Girls High School,49090.92
Willoughby Girls High School,13772.72
Randwick Boys High School,31586.19
Penrith High School,16363.64
Wyong High School,17500.01
Strathfield Girls High School,63636.32
Liverpool Girls High School,44247.28
Campbelltown Performing Arts High School,57700
East Hills Girls Technology High School,61454.56
Corrimal High School,7866.2
Mullumbimby High School,10000
Wellington High School,5423.11
East Hills Boys High School,61454.56
Cheltenham Girls High School,28363.65
Cabramatta High School,94545.5
Birrong Boys High School,30101.08
Picton High School,88866.49
Camden High School,45511.66
Randwick Girls High School,45818.19
Kingsgrove North High School,67240.7
Asquith Girls High School,27380.22
Bass High School,38120.74
Blacktown Girls High School,24545.38
Merrylands High School,30909.1
Port Hacking High School,60600
Seven Hills High School,11349.8
Chatswood High School,37818.24
James Ruse Agricultural High School,50000
Blakehurst High School,50165.6
Caringbah High School,22000
Moorefield Girls High School,16555.3
Riverside Girls High School,19438.58
Blacktown Boys High School,11919.6
Heathcote High School,27272.73
Kingsgrove High School,61946.2
Sir Joseph Banks High School,25454.56
Strathfield South High School,27272.72
Auburn Girls High School,40909.1
Bankstown Girls High School,32072.74
Beverly Hills Girls High School,57534.05
Bonnyrigg High School,83636.36
Cronulla High School,73116.16
J J Cahill Memorial High School,6414.72
Sefton High School,72644
Chester Hill High School,100293.82
Lucas Heights Community School,17009.16
Cecil Hills High School,116985.84
Tuggerah Lakes Secondary College Tumbi Umbi Campus,29116.38
Glenmore Park High School,54512.64
Wyndham College,25954.5
Lake Munmorah High School,19069.38
Banora Point High School,5360.25
Georges River College Oatley Senior Campus,34444.81
Mount Annan High School,44620
John Edmondson High School,107000.75
Rouse Hill High School,56693.15
Kandos High School,3727.28
Kogarah High School,41236.37
Moree Secondary College Albert St Campus,4090.92
Mosman High School,68660.48
Yass High School,4000
Gilgandra High School,363.64
Bourke High School,3973.56
"Hastings Secondary College, Port Macquarie Campus",10909.1
Tweed River High School,9360
The Forest High School,40529.03
Five Islands Secondary College,800.03
Bankstown Senior College,15909.1
Westfields Sports High School,140383
Gymea Technology High School,54249.78
Swansea High School,6861.82
Canley Vale High School,149538.06
Miller High School,34039.35
Windsor High School,20085
Condell Park High School,53636.4
Doonside High School,11425.46
St Ives High School,40503.25
Lurnea High School,25500
Mitchell High School,48109.07
Endeavour Sports High School,56123.88
Erina High School,34090.9
South Grafton High School,4201.6
Georges River College Peakhurst Campus,36326.4
The Hills Sports High School,44000
Ku-ring-gai High School,11847.13
Evans High School,14000
Killarney Heights High School,29778.24
Holroyd High School,25454.55
Engadine High School,52000
Woolooware High School,27818.19
Granville South Creative and Performing Arts High School,23598.54
Kirrawee High School,64145.45
Springwood High School,16800.01
Carlingford High School,73745.44
Fairvale High School,69999.94
Kingswood High School,41313.66
Chifley College Mount Druitt Campus,1352
James Busby High School,43466.67
Sylvania High School,19090.92
Baulkham Hills High School,60763.62
Tuggerah Lakes Secondary College The Entrance Campus,31818.16
Glendale Technology High School,25636.36
Henry Kendall High School,20000
Orara High School,2060
Moree Secondary College Carol Ave Campus,2863.64
Casula High School,80800
Kellyville High School,68031.78
Warrawong High School,3427.88
Galston High School,28000
Sydney Secondary College Balmain Campus,33181.44
Hoxton Park High School,27272.7
Eden Marine High School,77.52
Chifley College Dunheved Campus,12000
Chifley College Shalvey Campus,7527
Model Farms High School,66469.24
Girraween High School,18909.08
Fort Street High School,36986.18
Tempe High School,58739.48
Sydney Secondary College Leichhardt Campus,44345.6
Newcastle High School,31750.38
Narrabeen Sports High School,18090
Plumpton High School,25755
Gorokan High School,12712.74
Cambridge Park High School,45454.55
"The Rivers Secondary College, Kadina High Campus",2363.64
Elderslie High School,50232.02
Blaxland High School,61391.6
Karabar High School,53607.27
Toormina High School,5658.39
Chifley College Bidwill Campus,38359.13
Newtown High School of Performing Arts,16016
St Johns Park High School,28636.38
Terrigal High School,31426.96
Concord High School,84904.72
Narooma High School,10790.48
Marrickville High School,11018.62
Keira High School,24700
Smiths Hill High School,5861.02
Fairfield High School,59740
Macquarie Fields High School,51408
Rose Bay Secondary College,26155.07
Alexandria Park Community School,27955.3
Jamison High School,39636.1
Prairiewood High School,35454.57
Tuggerah Lakes Secondary College Berkeley Vale Campus,35515.87
Hawkesbury High School,12433.52
Northern Beaches Secondary College Freshwater Senior Campus,9163.63
Eagle Vale High School,7000
Ambarvale High School,40418.2
St Clair High School,30266.2
Robert Townson High School,47500
Alstonville High School,3781.8
Batemans Bay High School,9696.89
Menai High School,96164.64
Elizabeth Macarthur High School,75376.94
Kincumber High School,40242.46
Thomas Reddall High School,23636.36
Erskine Park High School,56212.12
Narara Valley High School,45714.47
Quakers Hill High School,24128.04
Nambucca Heads High School,626.2
Belmore Boys High School,15278.41
Canterbury Girls High School,34981.8
Granville Boys High School,20000
Georges River College Hurstville Boys Campus,24742.64
Macarthur Girls High School,62171.12
Ashfield Boys High School,68961.7
Dulwich High School of Visual Arts and Design,43264
The Jannali High School,43264
Birrong Girls High School,42663.65
Georges River College Penshurst Girls Campus,30938.4
St Marys Senior High School,15732.4
James Cook Boys High School,11363.65
Wiley Park Girls High School,22120.92
Arthur Phillip High School,32727.3
Cumberland High School,50000
Oak Flats High School,5000
Riverstone High School,16000
Rooty Hill High School,66862.56
Cammeraygal High School,6427.28
The Ponds High School,59710.21
Inner Sydney High School,18409.09
Oran Park High School,22000
